content,score,reviewCreatedVersion,at
Mantap dan Cpt,5,5.13.1,2025-03-14 23:43:18
kaerna jelek,1,5.12.1,2025-03-14 23:40:42
Aplikasi ini bagus,5,5.13.1,2025-03-14 23:38:15
"Tiba2 akun tidak bisa menggunakan voucher, padahal tidak melakukan kesalahan apapun",5,5.13.1,2025-03-14 23:23:46
Top,5,4.96.2,2025-03-14 23:03:09
Susah sekali dapet driver terdekat selalu dapet yang jauh. Tolong diperbaiki biar gak pindah ke aplikasi sebelah,1,5.11.1,2025-03-14 22:24:02
Selalu pake gojek...the best,5,5.13.1,2025-03-14 21:35:12
membantu banget,5,5.13.1,2025-03-14 21:32:55
Bagus,5,5.13.1,2025-03-14 21:03:56
mudah dalam proses pemesanannya.,5,5.10.1,2025-03-14 21:03:40
"kenapa gopaylater saya tidak bisa dipakai, padahal belum pernah pakai sama sekali, mau pakai uda ga bisa. payah",1,5.6.1,2025-03-14 19:58:03
Udah 4 thun pke gojek selalu good,5,5.13.1,2025-03-14 19:20:39
Oke,5,5.13.1,2025-03-14 19:20:16
"Mantap makan angin terus sama bensin di kasih air setiap hari apa ga setres 0 tanpa ada cuan Yg gacor mah gacor lah ini tibah"" mendadak nyungsep udh sebulan porgam apa tau kesihan anak ane",5,5.13.1,2025-03-14 18:19:17
Goog,5,5.13.1,2025-03-14 18:13:02
Tolong pegawai gojeknya lebih disiplin dalam mengantarkan makanan,5,5.13.1,2025-03-14 17:34:49
Mantabbb,3,5.13.1,2025-03-14 17:25:24
"Saya sangat menyayangkan dengan pelayanan customer service di aplikasi ini, akun gopay saya terblokir, karena alasan ada aktivitas yang tidak wajar dan awalnya disuruh untuk menghubungi call center nya agar bisa dijelaskan secara rinci dan disitu sangat memakan banyak pulsa oke saya maklumi tapi pas saya tlpn dengan cs nya, cs nya menjelaskan secara tidak jelas dan yang katanya akan dijelaskan secara rinci, tapi sama aja gaada penjelasan sama sekali bilangnya tidak dapat menjelaskan secara rinci",1,5.14.2,2025-03-14 16:25:04
Good Aplication,5,5.13.1,2025-03-14 16:24:57
"Keren GoJek, banyakin lagi ya promonya, hehe.",5,5.13.1,2025-03-14 16:22:00
"baik & ramah ,nyaman dlm berkendara",5,5.13.1,2025-03-14 16:19:27
Sangat bermanfaat,5,5.13.1,2025-03-14 16:17:31
Bagussss,5,5.13.1,2025-03-14 16:06:31
sementara good,5,5.10.1,2025-03-14 16:04:14
Sangat membantu disaat diperlukan...Terimakasih Gojek,5,5.13.1,2025-03-14 15:58:35
Sangat bermafaat,5,5.13.1,2025-03-14 15:49:07
"Sangat membantu, bnyk promo dan diskonnya.👍",5,5.13.1,2025-03-14 15:49:04
Sangat membantu vanget,5,5.13.1,2025-03-14 15:44:14
Ga berguna,1,5.13.1,2025-03-14 15:42:38
bagus dan cepat,5,5.13.1,2025-03-14 15:13:05
Gojek lg mahal mahal nya skrng.beda dari yg laen nya,1,5.12.1,2025-03-14 15:02:10
Min sediain pembayaran lewat dana atau ovo dong biar g ribet yang g punya gopay sama ATM lainny,4,5.13.1,2025-03-14 14:52:31
keren,5,5.14.2,2025-03-14 14:47:28
Saya belum mendaftar gojek tp ada notifikasi masuk melalui email dengan no berbeda & ketika daftar melalui email & no hp saya sdh tidak bisa diminta untuk masukan email lain. Ketika saya membuat laporan melalui email jg masih ada notifikasi klu ada indikasi masuk gojek tapi saya tidak tahu bagaimana penyelesaian nya karena tidak bisa/ada masuk ke akun gojek karena beda no. Tolong kasih tahu penyelesaian nya melalui email jangan cuma kirim kalau laporan telah selesai & buka aplikasi krn tdk bisa,1,5.13.1,2025-03-14 14:35:01
Sangat membantu,5,5.13.1,2025-03-14 14:27:43
Mantapssss,5,5.13.1,2025-03-14 14:18:48
"Nunggu 1 jam sia"" alasan ga ada driver... Kalo dri awal emang perkara driver seengganya cari driver dlu baru kita nunggu makanan dibuat... Ini literally 1 jam nunggu makanan dibuat trs 1 menit ga dapet driver langsung di cancel dan suruh psan lagi... Bener"" ga akan lagi pake apk ini, super duper mengecewakan sistem gajelas sialannnn gua udh kelaparan banget ini",1,5.13.1,2025-03-14 14:18:14
Penjemputan cepat kurir ramah ongkir murah,5,5.10.1,2025-03-14 14:08:48
Puas aplikasi sangat membantu keseharian.,5,5.13.1,2025-03-14 13:51:38
Mantap,5,5.13.1,2025-03-14 13:40:33
Mantap dan jelas,5,5.14.2,2025-03-14 13:37:23
Mantap,5,5.13.1,2025-03-14 13:19:11
Oke,5,5.13.1,2025-03-14 13:18:32
Sangat membantu,5,5.13.1,2025-03-14 13:08:05
Keren,5,5.13.1,2025-03-14 12:58:18
"Untuk pembelian di gomart ada biasa pengemasan, trus nyampe Alfamart diminta lagi pembayaran tas belanja, emang biaya pengemasan di gomart itu bukan untuk pengemasan barang ya dalam arti tas belanja ? Kecewa di itu nya , JD pencuma dong ada biaya pengemasan, tolong di respon , Krn mau chat di aplikasi cs gopaynya gak bisa",3,5.13.1,2025-03-14 12:56:23
good,5,5.14.2,2025-03-14 12:27:55
"Terimakasih atas tanggapannya, karena ditanggapi rating naik 2 sebagai apresiasi.",3,5.13.1,2025-03-14 12:27:18
Bagus.. Sangat memudahkan aktivitas banyak promo.. Dan harga nya terjangkau,5,5.13.1,2025-03-14 12:16:58
Pengantaran cepat,5,5.14.2,2025-03-14 12:14:48
Diper baik sopan jmpol dah buat gojeg,5,5.13.1,2025-03-14 12:08:25
cara ngaktipin'y ribet banget dari sms dan harus buka kode dari gmail. enak-an aplikasi grab mudah & lancar,1,5.14.2,2025-03-14 12:03:38
cepat,5,5.13.1,2025-03-14 11:55:55
ga sekalian aja tombol X nya di bikin seukuran bakteri,1,5.13.1,2025-03-14 11:50:01
Sangat sangat membantu kalau gak ada jemputan🤩🤩,5,5.13.1,2025-03-14 11:45:09
Ok,5,5.12.1,2025-03-14 11:29:37
Good job,5,5.13.1,2025-03-14 11:27:55
"Sampai sekarang tidak ada perbaikan terhadap aplikasi ini , masih juga tidak bisa berjalan secara optimal di android versi 0.7 . Fitur pembayaran gopay pinjam tidak bisa di akses .",1,5.13.1,2025-03-14 11:18:55
"Aplikasi sangat berguna , baik , cepat dl merespon dan aman pastinya",5,5.13.1,2025-03-14 11:07:35
Ok,5,5.12.1,2025-03-14 11:02:02
There is no problem out here 👍,5,5.13.1,2025-03-14 10:57:39
"bagus tapi kadang saya mendapat order, padahal saya tidak memesan sama sekali",5,5.13.1,2025-03-14 10:54:40
App tomilor sejagad raya 👉👌,5,5.13.1,2025-03-14 10:40:56
Maju terus gojek ku..,5,5.13.1,2025-03-14 10:31:52
Cepat dan nyaman,5,5.3.1,2025-03-14 10:31:51
"Driver cekatan, supel, sopan dan enak di ajak ngobrol...",5,5.13.1,2025-03-14 10:22:26
Naik Hohek sangat menyenangkan. Udah hrgnya murah gk pake lama lagi.,5,5.13.1,2025-03-14 10:16:15
Sikap driver kurang mengenakan mohon diperbaiki lagi,1,5.13.1,2025-03-14 09:57:14
Bintang 3 dulu,3,5.13.1,2025-03-14 09:48:24
ok,5,5.13.1,2025-03-14 09:34:01
Sangat menolong kita di waktu yg mendesak dan pas lagi males keluar rumah tinggal gofood aja,5,5.13.1,2025-03-14 09:27:30
Gojek gajelas,1,4.89.1,2025-03-14 09:26:52
Ontime,5,5.13.1,2025-03-14 09:12:31
"Untuk apknya udah bagus banget, tapi tolong tambahin fitur pembayaran menggunakan Dana dong, biar lebih mudah🙏🏻",5,5.13.1,2025-03-14 09:06:34
bonus sedikit,3,5.13.1,2025-03-14 08:52:10
Oke,5,4.92.1,2025-03-14 08:50:51
Chatnya berbayar?,5,5.13.1,2025-03-14 08:44:45
👍🏻,5,5.14.2,2025-03-14 08:43:51
Saya kasih bintang 1 karena driver gojek sekarang dengan mudah nya cancel orderan padahal untuk dapet driver aja udah nunggu malah di cancel jadi nunggu lebih lama lagi hadeeh,1,5.11.1,2025-03-14 08:41:32
Gpp sih bagus aja,4,5.6.1,2025-03-14 08:29:22
Mantab,5,5.13.1,2025-03-14 08:29:20
Bulan puasa malah mahal ya gofod nya,1,5.12.1,2025-03-14 08:23:43
puas,5,5.13.1,2025-03-14 08:20:11
kecewa soalnya gadapet' biasanya langsung dapet jujur ini udh percobaan ke 5× tetep ga dapet,3,5.13.1,2025-03-14 08:19:14
good jobs,5,5.14.2,2025-03-14 08:09:09
The best,5,4.93.1,2025-03-14 08:03:18
Pay later dibayarkan aktif tapi diblokir,1,5.13.1,2025-03-14 07:47:14
Sangat membantu,5,5.12.1,2025-03-14 07:41:48
"Sering sering ksih promo ya,jd stiap hari blnja d gomart🤪😆",5,5.13.1,2025-03-14 07:40:05
Ok,5,5.13.1,2025-03-14 07:36:45
"sangat membantu , tolong di tingkatkan terus kualitas pelayanan terbaiknya . terimakasih",5,5.13.1,2025-03-14 07:32:05
Servis driver ok,5,5.13.1,2025-03-14 07:30:25
Mantap bgt,5,5.13.1,2025-03-14 06:49:19
Semoga benar berita nya PT.GOJEK INDONESIA mau membagikan THR utk kita smua yg sdh menjaga CITRA & NAMA BAIK PT.GOJEK INDONESIA. gw sujud syukur klu bnr ada nya berita pembagian THR..,5,5.13.1,2025-03-14 06:45:07
Aplikasi jelek. Ada gopay pinjam atau gopay later penagihannya jelek. Uninstall aja,1,5.13.1,2025-03-14 06:37:17
sangat mudah diakses dlm satu genggaman,5,4.96.2,2025-03-14 06:25:34
udah beli gojek plus tetap mahal anj,1,5.13.1,2025-03-14 06:00:29
🙏,5,5.13.1,2025-03-14 05:59:35
Aplikasi bagus..tingkatkan promo harganya,5,5.13.1,2025-03-14 05:54:53
Buruk,1,5.14.2,2025-03-14 05:50:20
Mantaf,5,5.13.1,2025-03-14 05:43:14
sangat membantu,5,5.13.1,2025-03-14 05:33:50
"Waktu pesan gocar dan udah dapet drivernya, udah chat juga jemput sesuai titik. Giliran lagi ditungguin tiba-tiba dicancel sama drivernya, mana nungguinnya lama. Kejadian kayak gitu juga gak sekali dua kali, sering malah. Nyebelin sumpah, mana panas banget lagi. ah yo kaku.",2,5.13.1,2025-03-14 05:27:51
murah cepet datang lagi pokonya bagus ni apk gojek,5,5.13.1,2025-03-14 05:00:34
Mantaaapppp....👍,5,5.13.1,2025-03-14 04:58:41
Percuma pake yg expres KLO foodnya masih telat aja,3,5.5.1,2025-03-14 04:57:07
Sangat mudah digunakan dan praktis bisa diandalkan selalu,5,5.12.1,2025-03-14 04:35:13
Bagian CS gopay pinjam tidak senonoh. Masa lewat sehari tidak bayar gopay pinjam diancam penyebaran data KTP dan lain lain. Mohon gojek tindak lanjuti,1,5.3.1,2025-03-14 04:21:34
gojek bagus tetapi yang bikin saya bertanya2 ada langganan voucher itu fungsinya buat apa..karena setelah saya langganan pakai voucher sebulan tidak ada perubahan potongan perjalanan.sama saja seperti potongan perjalanan biasa saja...akhirnya saya cut dech..mohon penjelasannya,4,5.13.1,2025-03-14 04:15:45
Pasilitas nya yg ok,5,5.12.1,2025-03-14 04:03:00
Sangat puas,5,5.13.1,2025-03-14 03:50:13
"Aplikasi gojek memberikan kemudahan dlm perjalanan, dan pastinya terjangkau",5,5.13.1,2025-03-14 03:05:22
"Oke membantu untuk pelayanan transportasi, pengiriman barang maupun order makanan",5,5.13.1,2025-03-14 02:42:58
Masih 3 hari dari jatuh tempo udah di teleponin debcolektor. Ngga lagi-agi daj pinjem di gopay,1,5.5.1,2025-03-14 02:31:47
Ok,4,4.86.2,2025-03-14 02:16:34
Good,5,5.13.1,2025-03-14 01:59:34
"sangat mengecewakan, sudah bertahun2 menjadi pelanggan setia gojek, hari ini benar2 KECEWA, saya pesan makanan buat sahur dari jam 03.30, sampai Imsak jam 05.00 baru dapat driver, dibatalkan kan tidak bisa, ngak dibayar kasihan driver nya, harus nya bisa dibatalkan setelah sekian lama menunggu",1,5.1.2,2025-03-14 01:51:46
Oke banget,5,5.13.1,2025-03-14 01:26:55
Suka dukanya pasti ada laaah ! Tp tetep ok,4,5.11.1,2025-03-14 01:17:22
Aplikasi yang sangat membantu saya dalam beraktifitas. Makasih gojek,5,4.44.1,2025-03-14 01:17:10
"Limit gopaylater saya tidak pernah kunjung bisa di gunakan,padahal tidak ada tagihan sama sekali",2,4.87.2,2025-03-14 01:11:55
Aplikasi yg bagus 🫰 recommended banget pokoknya,5,5.8.1,2025-03-14 00:55:56
Lama. tidak 7c,4,5.11.1,2025-03-14 00:50:39
makasih gosend telah sampai ke customer dengan aman,5,5.13.1,2025-03-14 00:49:01
Bagus dan nyaman,5,5.13.1,2025-03-14 00:27:40
tepat waktu,5,5.13.1,2025-03-13 22:08:42
Kaga ada driver kaga solusi kalo lagi ujan thank u,1,5.13.1,2025-03-13 21:36:02
Bermanfaat dan membantu tp jangan sering² error y,5,5.13.1,2025-03-13 20:49:20
"Banyak promonya, keren sukses terus go jek",5,5.10.1,2025-03-13 20:47:32
sangat ramah,5,5.12.1,2025-03-13 19:30:37
"Aplikasi harian yang sering digunakan. Sangat bagus terutama dalam transportasi dan pengiriman. Untuk hal lainnya, harus lebih responsif dalam menanggapi setiap kendala. Terimakasih.",5,5.10.1,2025-03-13 18:24:40
Gk sesuai jam pengantaran lama udaj 1 jam nunggu gk dateng dateng,1,5.3.1,2025-03-13 18:22:40
ngebantu banget buat kalo mau berpergian jauh,5,5.13.1,2025-03-13 17:28:17
Mantap,5,5.7.2,2025-03-13 17:13:38
"Transaksi yang di batalkan uangnya nda di kembalikan, mohon di percepat",1,5.13.1,2025-03-13 16:55:11
"Dulu sering pake buat pesen makanan karena banyak banget promo dan gede2, udah hampir 1 tahun lebih gaada promo lain selain kalau pake bank2 tertentu. Bener2 mengecewakan sih",1,5.12.1,2025-03-13 16:24:06
"gabisa masuk, minta kode otp ga muncul"" udah minta lewat wa&sms sama aja kecewa aku wak",1,5.11.1,2025-03-13 16:13:00
Baik sekali,5,5.13.1,2025-03-13 15:31:41
Aplikasi yg sangat membantu dalam perjalanan,5,5.13.1,2025-03-13 15:02:53
Aplikasi online yang paling buruk dan sangat tidak professional dalam operasionalnya yg pernah saya kenal. Not recommended at all.,1,5.13.1,2025-03-13 14:56:27
enaaak,5,5.13.1,2025-03-13 14:35:23
good job,5,5.13.1,2025-03-13 14:30:08
Memudahkan perjalanan kemana aja dan dimana saja,5,5.13.1,2025-03-13 14:19:21
Membantu sekali untuk aktifas darurat,5,5.13.1,2025-03-13 14:19:21
Ok ajaa,5,5.13.1,2025-03-13 14:18:19
Bagusss bangettt!!!,5,5.13.1,2025-03-13 14:10:23
iklannya ganggu wallpaper,1,5.13.1,2025-03-13 14:06:30
Kasih saya paylater sama gopaypinjam dong,3,4.93.1,2025-03-13 13:49:52
Gojek kok semakin hari semakin aneh iya si promo nya bnyk tetapi bnyi oknum2 driver yg mau uang lebih cara 1. Minta duit untk bensin kata uang nya kurang trs driver yg minta bintang bgustpi pelayanan nya kurang😒,2,4.78.3,2025-03-13 13:43:43
Membantu banget untuk yg lagi mager mau beli makan di luar.,5,5.13.1,2025-03-13 13:29:23
"Pesanan sampai tepat waktu, memudahkan belanja dari rumah 🫰",5,5.13.1,2025-03-13 13:22:05
Sangat terbantu dgn adanya gojek. Semoga makin amanah,5,5.13.1,2025-03-13 13:19:35
Senang memakai aplikasi ini,5,5.13.1,2025-03-13 12:31:39
"Sangat membantu banget , mo buru2 pulang karna hujan dan jauh dr angkot. Gojek siaga selalu good👍",5,5.13.1,2025-03-13 12:24:51
Iki akun goceng pengantarane adoh adoh terus ki maksud e pieee jek? Meh bati okeh po su koe?,1,5.13.1,2025-03-13 12:13:11
Ok membantu,5,4.80.4,2025-03-13 12:11:57
Yuhuu.. Sangat membantu,5,5.13.1,2025-03-13 12:04:37
Banyak diskonnya,5,5.13.1,2025-03-13 11:44:51
Sangat cepat pemesanan dan pengirimannya,5,5.13.1,2025-03-13 11:16:25
Terimakasih banyak,5,5.13.1,2025-03-13 11:11:06
"setelah saya beli gojek plus, eh malah semua voucher diskonnya hilang",1,5.10.1,2025-03-13 11:07:50
Pas oke keren sip lah pokoknya,5,5.13.1,2025-03-13 11:06:19
bagus,5,5.13.1,2025-03-13 10:53:20
Keren,5,5.13.1,2025-03-13 10:50:33
"telat 1 jam dri estimasi. lama bget lelet, dpt driver lama banget.",1,5.1.2,2025-03-13 10:41:52
Tepat waktu,5,5.13.1,2025-03-13 10:39:08
Pengantaran cepat dan ramah,5,5.13.1,2025-03-13 10:39:00
Tingkatkan dan teruskan kebaikan untuk bangsa,5,5.13.1,2025-03-13 10:37:08
cocok banget nih aplikasi dari pada sebelah,5,4.73.1,2025-03-13 10:34:11
good,5,5.13.1,2025-03-13 10:30:20
Good,4,5.13.1,2025-03-13 10:29:24
thebest,5,5.13.1,2025-03-13 10:16:12
Sangat membantu,5,5.13.1,2025-03-13 10:05:22
kecewa,1,5.13.1,2025-03-13 10:01:34
Selama ada gojek mau makan aja enak dan juga bnyk promonya,5,5.12.1,2025-03-13 09:58:49
Bagusss,5,5.12.1,2025-03-13 09:41:50
Seneng bnyak diskon vouchernya,5,5.11.1,2025-03-13 09:34:39
The Best as always..,5,5.13.1,2025-03-13 09:32:06
Mudah n cepat,5,5.13.1,2025-03-13 09:29:45
"Kartu sim saya hilang tahun lalu,dan saya tanggal 11 maret 2025 saya sudah kirim laporan,saya mau ganti kartu agar bisa masuk ke akun gopai saya,saya sudah jujur cuman ada transaksi terakhir isi saldo gopai saya 450.000 katanya data gak sesuai,responya ngecewakan.",1,5.13.1,2025-03-13 09:23:36
Bagus sekali,5,5.13.1,2025-03-13 09:15:35
"Mahal banget ya sekarang tarifnya, kalah sama Grab",1,5.13.1,2025-03-13 09:09:51
Mantap !,5,5.12.1,2025-03-13 09:04:44
mantap,5,5.13.1,2025-03-13 08:54:43
Ok,5,5.13.1,2025-03-13 08:42:42
"Sangat mudah pengguannanya, dan sangat menguntungkan bagi customernya",5,5.12.1,2025-03-13 08:32:22
good,5,5.13.1,2025-03-13 08:07:50
Skrg buat loginnya ribet bgt kudu verifikasi muka . Smpe ke gopay nya jg . Ga bisa login .. Coba dong kya dlu aja gausah pake verifikasi muka segala .,2,4.78.3,2025-03-13 07:52:16
"Aplikasi tolol, mau topup aja harus verifikasi mulu. Padahal udah aktifin bca oneklik. Nyusahin gua aja.",1,5.12.1,2025-03-13 07:49:43
Ok,5,5.13.1,2025-03-13 07:39:28
"Mahal, tapi helm buat dipakai customer buluk bau rusak",2,5.13.1,2025-03-13 07:37:02
mantap,5,5.13.1,2025-03-13 07:37:02
"Bersyukur, di Indonesia sekarang ada ... GOJEK! The BEST!",5,5.13.1,2025-03-13 07:09:12
Memudahkan segalanya. ..,5,5.9.1,2025-03-13 06:55:27
"Aplikasi yg sangat berjasa, terimakasih",5,5.12.1,2025-03-13 06:49:25
"Semoga kedepannya lebih baik, bagus dan maju sistem aplikasinya",5,5.13.1,2025-03-13 06:47:08
Oke banget,5,5.11.1,2025-03-13 06:43:12
Good,5,5.13.1,2025-03-13 06:43:10
oke banget siy,5,5.13.1,2025-03-13 06:38:11
Membantu,3,5.7.2,2025-03-13 06:32:53
Thx gojek driver ....semoga makin bagus pelayanannya & selalu ramah bp ibu driver. Sehat & lancar rizki tuk kalian semua🙏💙,5,5.6.1,2025-03-13 06:11:01
Bagus,5,5.14.2,2025-03-13 06:09:42
josss,5,5.13.1,2025-03-13 06:07:26
Driver oke banget gass Pool Broo,5,5.13.1,2025-03-13 05:46:58
Mantap,5,5.13.1,2025-03-13 05:38:17
"Susahnya up ke gojek plus,padahal ktp sama selpi udah benar semuah",1,5.13.1,2025-03-13 05:30:02
"Gocar saat jarak dekat dan harganya terjangkau dengan memakai kupon driver tidak mau menerima, padahal sangat butuh untuk mengantar istri dan anak agar terlindungi dari hujan lebat karena kasihan saat dibonceng naik motor. Lebih dari 10x pesan dan semua driver gocar menolak",1,5.13.1,2025-03-13 05:08:12
Gojek G ny apa? GACORR 🔥🔥,5,5.13.1,2025-03-13 05:00:25
Top,5,4.98.1,2025-03-13 04:43:13
Good,5,5.11.1,2025-03-13 04:38:41
Bpknya ramah,5,5.13.1,2025-03-13 04:08:12
Semoga makin banyak promo,5,5.13.1,2025-03-13 04:02:40
nice,5,5.13.1,2025-03-13 04:00:40
Sangat membantuu saat mager,5,5.13.1,2025-03-13 03:53:29
sangat bagus dan tilong banyakin diskonnya😁,5,5.13.1,2025-03-13 03:44:21
"safe and comfortable, always maintain Gojek",5,5.13.1,2025-03-13 03:36:54
Semoga banyak diskon menarik biar saya tetap langganan👍🏻,4,4.97.1,2025-03-13 03:28:45
"Update gk penting penting amat kudu di update, masih juga lemot apknya",1,4.91.1,2025-03-13 03:14:17
mantap,5,5.13.1,2025-03-13 02:49:27
Mantul,5,5.13.1,2025-03-13 02:39:29
Terbaik,5,5.12.1,2025-03-13 02:35:31
Trus berinovasi,5,5.11.1,2025-03-13 02:28:23
"Bagus,tetapi,...jangan dikit"" menonaktifkan akun penumpang",5,5.13.1,2025-03-13 02:26:22
"Was wes wus,,, Alhamdulillah nyampek,,,",5,5.13.1,2025-03-13 02:22:01
Gass download,5,5.8.1,2025-03-13 02:18:52
"buruk,,,, saat dapet driver tau² posisinya jauh mulu. kelamaan nunggunya",1,5.13.1,2025-03-13 02:01:04
Perlu ditingkatkan terus,5,5.13.1,2025-03-13 01:54:48
Makin pusing aja sih,1,4.86.2,2025-03-13 01:50:47
Layanan gopay pinjam dan Gopaylater telat sehari aja DC nya ganggu banget. Mana bahasanya serampangan seperti bukan tenaga kerja terlatih.,1,5.13.1,2025-03-13 01:35:54
"deket tapi mahal bayarnya, temen saya jaraknya lumayan jauh tpi lebih murah >:(",3,5.13.1,2025-03-13 01:24:52
Menyenangkan,5,5.13.1,2025-03-13 01:17:52
lebih enak pake gojek ..cepat dan hemat,5,5.13.1,2025-03-13 01:15:04
"mahal sekali, driver jg kena potongan besar dari aplikasi",1,5.13.1,2025-03-13 01:06:41
Ditunggu promonya,5,5.12.1,2025-03-13 01:05:41
good job,4,5.12.1,2025-03-13 00:43:26
nyari driver susah amat sampe telat sekolah,1,5.13.1,2025-03-13 00:18:31
Ok pelayanannya,5,5.13.1,2025-03-13 00:15:08
Dear gojek boleh minta tolong kasih aku promo goride hemat yang tadinya 10.500 jadi 7.500 buat aku pulang nanti jam 12 soalnya gopayku cuma 7.500 boleh?? Kalo ga boleh gpp... :),3,5.13.1,2025-03-13 00:01:00
Mengantarkan saya tepat tujuan,5,5.13.1,2025-03-12 23:44:24
Senang memakai aplikasi gojek,5,5.13.1,2025-03-12 23:31:45
Sangatt nyaman dan simpel bisa buat keluar rumah pake gojek gausah ribet lagi mau pake apa buat keluar rumah,5,5.12.1,2025-03-12 23:29:29
"Harus di perbaikin lagi ini maps nya panggil mobil di maps kluar nya motor, panggil motor di maps keluarny mobil",3,5.13.1,2025-03-12 23:07:58
thx gojk,5,5.13.1,2025-03-12 23:05:57
Gk bisa pencet voucher,1,5.13.1,2025-03-12 22:29:01
Ok,5,5.12.1,2025-03-12 22:19:00
"Minn kenapa ya saya gabisa masuk ke akun saya, gabisa face recognition padahal udah cerah pencerahan nyaa",4,4.4.1,2025-03-12 21:49:29
Lengkap,5,5.13.1,2025-03-12 21:22:39
Mantaps,5,5.13.1,2025-03-12 21:15:11
Udah kesekian kali nya dpt driver nyebelin & g sopan kelakuannya....!!! Tolong pihak gojek lebih selektif memilih driver nya...!!! Bener² mengecewakan pelayanannya....!!,1,4.96.2,2025-03-12 21:10:59
"Penipu voucher diskon, giliran top up eh ilang vouchernya 😂",1,5.6.1,2025-03-12 20:35:21
Mantab dan mudah. Sangat membantu,5,5.13.1,2025-03-12 19:44:07
Ga bisa upgred gopay plus.karna id sudah terdaftar,2,5.13.1,2025-03-12 18:59:32
Kalau bisa jangan terlalu mahal,5,5.13.1,2025-03-12 18:01:42
memudahkan dan sangat membantu,5,5.12.1,2025-03-12 17:44:34
luar biasa,5,5.13.1,2025-03-12 17:31:54
"Klo bisa jgn instal aplikasi ini, admin aplikasinya baik aja tapi karyawan gijeknya nakal, kita pesen makanan lebih dr 1 jam padahl deket, alasan dpt 2trip trus alasan lgi mogok padahal motor baru mentang2 kita sdh bayar pakai gopay ini itu alasan driver nya, tolong seleksi lgi drivernya boss krn kita kostumer ini sering dikecewakan",1,5.8.1,2025-03-12 17:16:51
